108.314	2.52207e-006	-7.26145e-008	-2.38513e-006	-8.10688e-007	6.95344e-007	5.10187e-008	8.67783e-009	-2.79546e-007	2.10444e-007	6.93692e-008	6.57912e-007	-2.27939e-009	
97.1318	1.90527e-007	3.2538e-007	1.64964e-006	-4.75937e-007	7.90204e-007	-8.13168e-007	-5.45488e-007	3.22822e-007	-6.50824e-008	-1.18608e-007	-2.20241e-007	-6.89617e-008	
112.037	3.34075e-007	-4.042e-007	3.02107e-006	-2.62694e-008	5.97414e-008	1.04854e-007	-1.12334e-006	2.47548e-007	2.27147e-007	6.04275e-008	-4.69372e-007	3.27204e-007	
100.983	1.04502e-006	5.92417e-007	-1.76943e-006	-3.11124e-007	-1.21547e-006	3.08845e-007	-1.21316e-006	-3.33237e-008	3.0315e-007	-2.46113e-007	-7.26059e-007	-2.6891e-007	
107.683	1.80995e-006	7.89034e-008	6.39007e-007	4.33898e-008	4.82245e-007	2.47494e-007	1.6574e-006	1.20654e-008	6.63845e-007	8.15715e-008	5.77392e-007	3.12478e-007	
116.715	2.4485e-006	-2.59011e-007	9.39667e-008	-5.16879e-008	3.15821e-007	-3.43572e-007	2.84648e-007	2.93258e-007	5.97153e-008	2.40329e-007	2.23093e-007	-2.59907e-007	
101.285	1.09096e-006	-7.46013e-007	-5.1893e-007	8.88552e-008	-9.00821e-007	8.3439e-007	1.11841e-006	-2.84189e-007	-5.43631e-007	-4.1258e-009	4.99636e-007	2.96356e-007	
105.421	2.46591e-006	6.3875e-007	9.92797e-007	-7.47133e-007	-1.17421e-006	-3.56625e-007	6.80236e-008	4.51787e-009	-3.57786e-007	2.44833e-007	-1.18089e-006	1.13157e-007	
110.398	2.89314e-007	1.54328e-006	1.4283e-006	-1.18659e-007	-1.18929e-006	-2.48838e-007	9.87961e-008	-1.22793e-008	2.29358e-007	2.67644e-007	3.48031e-007	-6.99005e-008	
115.104	-4.74867e-007	-3.57607e-007	1.03407e-006	8.06023e-007	-4.0276e-007	9.74824e-008	-2.59741e-006	2.61748e-007	3.5939e-007	1.09663e-007	2.20379e-007	2.57329e-007	
110.438	1.13903e-006	1.28951e-006	-4.54144e-007	2.67791e-007	4.58002e-007	2.30964e-007	-1.17673e-007	6.06437e-008	-1.43438e-008	5.29602e-008	1.36342e-006	4.91306e-008	
114.437	1.41761e-007	1.02639e-007	8.84095e-007	2.53092e-007	1.04648e-007	-3.48513e-007	3.26523e-007	2.5974e-007	-4.51397e-008	-3.08624e-007	-8.44778e-008	-2.73439e-007	
110.415	-8.85563e-007	-1.01357e-007	-1.47073e-006	-2.6041e-007	-1.09208e-006	1.17425e-007	-6.5805e-007	3.02616e-007	1.21756e-007	-3.35779e-007	-4.7105e-007	-5.53834e-008	
111.957	-1.98095e-006	7.65137e-007	1.18657e-006	4.59515e-007	-1.08644e-007	3.09728e-007	6.61427e-007	-3.68418e-008	-9.71323e-007	3.43044e-007	4.21243e-007	-5.0542e-009	
113.307	2.27862e-006	2.74997e-007	-1.25419e-006	-1.42261e-007	6.08461e-007	-4.94177e-007	-1.76136e-006	-2.84066e-007	1.2961e-007	9.58964e-008	6.92107e-007	2.96452e-007	
115.072	1.0077e-006	-5.40735e-007	-1.53522e-006	2.37801e-007	3.68429e-007	3.64723e-007	-3.07994e-007	8.1487e-008	-7.97694e-007	3.34089e-007	1.49222e-007	-8.27172e-008	
119.167	-2.82652e-006	5.48369e-007	-2.95313e-007	3.90499e-007	-3.95295e-007	-4.77122e-007	-2.13123e-006	-2.68258e-007	-1.836e-007	-5.39794e-008	3.53869e-007	-9.9852e-008	
123.926	1.10673e-006	8.82396e-007	-1.49686e-006	3.99508e-008	-2.09722e-007	-1.85813e-007	-1.32937e-006	-4.74231e-007	-8.73206e-007	-2.47645e-008	-3.17536e-007	-3.26811e-007	
