138.473	7.88846e-007	1.45553e-006	-1.79811e-006	-5.65613e-007	3.70592e-007	-2.55932e-007	-1.52361e-007	-4.67237e-007	-5.50274e-008	-5.14164e-008	2.22876e-007	-1.12888e-007	
140.107	-2.84852e-006	2.34187e-006	5.54349e-007	3.38725e-007	-1.52925e-007	-2.74955e-007	1.90688e-006	4.99293e-007	2.013e-007	3.04231e-007	4.07646e-007	2.91925e-007	
145.005	-4.75135e-006	-1.02256e-006	8.65389e-007	4.97165e-007	-2.48608e-007	-4.26501e-007	-6.50665e-007	3.01332e-007	6.85092e-007	-7.69392e-008	-1.96845e-007	2.78074e-007	
142.269	-2.20987e-006	2.39309e-007	3.3234e-006	-2.50248e-008	1.11059e-006	9.47785e-008	-1.09063e-006	-9.82347e-008	2.05003e-007	3.51022e-007	9.22137e-008	3.32012e-007	
142.833	1.91528e-006	-6.87576e-007	7.68625e-008	-1.76717e-006	6.95611e-007	5.55212e-007	-1.14965e-006	-3.02894e-007	-6.26263e-007	3.00879e-007	-2.0022e-007	9.30968e-008	
142.209	-5.92473e-006	2.10893e-006	3.97723e-007	-4.8192e-007	-4.49668e-007	-1.76947e-007	-9.70619e-008	9.2112e-009	2.3754e-007	2.42954e-008	5.65575e-007	-9.98609e-008	
144.751	2.62795e-006	1.46578e-007	1.37278e-006	-8.43899e-009	-6.09689e-007	-7.3695e-007	6.19411e-007	-1.02005e-007	1.80966e-007	-2.60029e-007	2.51241e-007	2.87793e-007	
138.803	1.75504e-006	-1.44366e-006	-4.00471e-007	-6.80866e-007	8.89919e-008	9.58557e-008	-2.75214e-006	-7.52928e-007	-9.99624e-008	-3.29518e-007	-3.46475e-007	-2.55402e-007	
137.426	4.7685e-006	2.0051e-006	-2.06812e-006	-5.34337e-007	-9.91618e-008	-1.05626e-007	-1.07123e-006	-7.56807e-007	9.7331e-008	-4.51708e-008	-2.82791e-007	-5.39844e-008	
147.478	4.90985e-006	-1.1925e-006	1.89605e-007	2.81456e-007	1.2587e-007	8.00482e-007	-8.23772e-008	-3.39813e-007	4.04539e-007	-2.34694e-008	2.82781e-007	2.77834e-007	
132.587	9.77614e-007	-2.81238e-007	4.05266e-007	-1.71626e-007	-3.87839e-007	-4.04968e-007	-6.09521e-007	-4.29025e-007	-2.37659e-007	-2.40426e-007	5.57303e-007	-2.77255e-007	
144.617	-3.90112e-006	1.01869e-006	-2.13403e-006	6.58454e-007	-5.2366e-007	-2.42218e-007	-1.569e-006	-2.32802e-009	1.81849e-007	-1.12102e-007	1.79193e-007	-2.83027e-009	
146.566	4.19898e-006	2.67957e-006	2.69196e-006	-9.19178e-007	-4.46974e-007	-7.72675e-007	2.90186e-007	2.40949e-007	-5.42015e-007	-1.03823e-008	1.84703e-007	-3.49404e-007	
149.113	-3.50543e-006	2.86574e-006	5.01841e-007	-4.96746e-007	-8.75497e-007	-3.25405e-007	2.99819e-007	-4.18924e-007	4.25709e-008	2.77848e-007	1.84996e-007	2.17317e-008	
147.901	1.35409e-006	-6.41972e-007	2.10553e-007	-2.8004e-007	-1.15838e-008	1.61202e-007	6.67737e-007	-8.04021e-009	4.7828e-007	-1.37226e-008	-3.7649e-007	-1.18773e-007	
141.806	-5.85523e-007	1.22322e-006	1.05326e-006	-1.18225e-006	-4.8196e-008	5.55605e-007	4.54301e-008	-5.12057e-007	-7.81304e-007	-3.18944e-007	-6.73812e-007	-1.12759e-007	
146.266	1.54972e-007	-1.54953e-006	-8.86154e-007	-7.5729e-007	-3.21434e-007	-2.2847e-007	1.6376e-006	5.6452e-009	-1.80054e-007	-7.18165e-008	-1.46746e-007	-3.50321e-007	
151.415	-1.79299e-006	4.64042e-007	3.66906e-007	-1.11036e-006	4.74522e-007	-2.62517e-007	8.08449e-007	-7.15419e-007	6.13457e-008	3.49237e-007	-3.79524e-007	2.12848e-008	
149.072	1.91258e-007	7.7695e-007	-2.13858e-006	-5.49456e-007	-4.54518e-007	8.38394e-008	-3.73028e-007	3.79865e-007	1.76248e-007	3.48015e-007	4.32907e-007	7.22798e-008	
149.341	1.69657e-006	-2.23747e-006	7.07524e-007	-4.31043e-007	3.71805e-007	-7.76292e-007	1.31552e-007	-1.76398e-008	5.82218e-008	5.67189e-008	-1.95173e-007	-2.62647e-007	
145.899	3.16488e-006	-1.03601e-007	1.51299e-006	8.44159e-007	-1.22091e-006	4.6972e-007	-2.62518e-007	-3.27019e-007	-5.04876e-008	-1.0389e-007	6.04402e-007	-1.11724e-008	
157.416	2.18911e-006	-2.67756e-007	-2.46751e-006	-4.2848e-007	-4.0835e-007	4.32659e-007	-5.12488e-007	4.83209e-007	1.56164e-008	2.57045e-007	9.84441e-007	-6.99918e-008	
